9,10,15
12,15,10
10,15,17
12,7,6
10,7,13
13,14,13
9,11,15
12,11,12
12,10,16
11,12,8
13,6,14
6,16,12
15,15,11
15,7,7
5,13,11
6,9,9
4,9,10
15,8,8
11,7,14
15,11,13
14,12,9
11,8,15
8,12,12
9,17,8
7,9,11
8,13,13
8,5,9
14,7,15
17,7,13
9,10,5
7,10,12
8,6,10
16,8,9
14,8,16
8,9,15
10,15,7
8,8,19
10,18,12
9,14,11
9,13,15
12,10,6
10,10,13
9,6,12
13,9,9
12,14,12
10,6,15
11,15,8
11,7,4
18,6,10
15,10,7
6,12,9
14,15,10
8,16,9
5,9,8
6,5,6
14,7,5
11,11,15
14,11,12
15,7,10
8,11,15
14,8,6
7,12,11
8,8,9
16,11,10
17,10,13
9,13,5
7,13,12
8,12,15
7,6,9
10,13,8
9,17,11
9,9,7
7,9,14
13,12,10
10,5,9
12,16,11
13,13,11
9,12,17
13,16,16
11,10,5
12,17,12
12,9,8
10,9,15
6,15,10
11,14,11
12,10,9
11,11,5
8,11,5
6,11,12
11,6,12
15,9,9
11,9,17
6,8,6
14,14,12
14,6,8
15,10,10
12,6,16
4,12,13
8,15,16
8,7,12
7,8,8
7,11,13
16,10,12
10,16,8
9,12,7
7,12,14
8,8,12
16,11,13
13,15,10
10,9,5
13,8,7
11,13,5
13,11,12
11,16,10
12,12,8
10,12,15
9,8,14
13,12,13
13,4,9
11,9,7
12,13,9
10,5,12
12,16,14
11,10,8
8,14,5
6,14,12
6,6,8
11,12,17
12,8,15
6,15,13
6,7,9
14,9,8
11,13,18
11,5,14
7,11,3
5,11,10
14,10,9
11,6,15
8,10,12
7,12,4
15,9,12
10,11,5
9,15,8
16,14,8
16,13,12
7,15,14
7,7,10
16,6,9
16,9,14
17,5,12
7,8,11
7,11,16
10,7,12
13,14,12
9,11,14
12,11,11
13,15,13
10,11,18
13,7,9
11,12,7
12,8,5
10,8,12
9,4,11
9,7,16
11,13,8
11,16,13
6,9,8
12,4,7
15,8,7
15,11,12
5,14,11
6,10,9
14,12,8
6,13,14
11,8,14
15,12,13
4,10,9
14,13,9
8,14,8
6,6,11
8,13,12
5,7,7
7,10,11
14,9,11
8,6,9
14,8,15
8,9,14
9,14,10
8,10,15
16,12,14
10,11,8
9,15,11
16,5,11
9,7,6
12,14,11
13,10,9
10,6,14
9,10,17
11,15,7
12,15,12
12,7,8
10,7,15
13,14,15
5,9,7
4,13,10
11,12,10
11,11,14
14,11,11
15,15,13
15,7,9
14,8,5
5,13,13
8,9,4
6,9,11
4,9,12
15,8,10
11,7,16
17,11,8
7,14,7
14,12,11
8,12,14
8,4,10
7,6,8
10,13,7
9,17,10
9,9,6
7,9,13
8,13,15
8,5,11
10,14,8
9,10,7
7,10,14
13,13,10
10,7,5
10,9,14
9,5,13
11,14,10
12,10,8
10,10,15
9,6,14
11,11,4
13,9,11
12,14,14
11,15,10
11,7,6
15,10,9
11,10,17
12,6,15
15,13,14
5,16,13
6,12,11
14,15,12
8,16,11
15,6,11
8,13,5
5,9,10
14,7,7
14,11,14
14,8,8
7,12,13
8,8,11
16,11,12
10,17,8
9,13,7
7,13,14
9,16,12
8,12,17
10,10,5
10,13,10
9,9,9
13,12,12
12,13,8
