32357,5239
33729,5239
33729,4170
34643,4170
34643,4162
35922,4162
35922,3441
36981,3441
36981,3683
38305,3683
38305,2779
39342,2779
39342,2488
40534,2488
40534,2525
41786,2525
41786,2326
42991,2326
42991,2810
44279,2810
44279,2520
45461,2520
45461,2582
46676,2582
46676,2211
47865,2211
47865,1675
49067,1675
49067,1590
50292,1590
50292,2462
51491,2462
51491,1830
52734,1830
52734,2237
53927,2237
53927,2419
55128,2419
55128,2124
56391,2124
56391,2754
57530,2754
57530,3081
58702,3081
58702,2859
59984,2859
59984,3790
61017,3790
61017,4021
62201,4021
62201,4358
63358,4358
63358,4579
64552,4579
64552,4574
65833,4574
65833,4780
67058,4780
67058,5901
67924,5901
67924,6249
69088,6249
69088,6798
70166,6798
70166,7033
71398,7033
71398,7890
72320,7890
72320,7779
73768,7779
73768,9015
74460,9015
74460,9576
75536,9576
75536,9983
76720,9983
76720,10633
77754,10633
77754,11729
78459,11729
78459,12394
79473,12394
79473,12882
80640,12882
80640,13967
81312,13967
81312,14780
82208,14780
82208,15616
83081,15616
83081,16249
84160,16249
84160,17375
84738,17375
84738,18041
85805,18041
85805,19061
86482,19061
86482,19997
87251,19997
87251,20978
87963,20978
87963,21968
88660,21968
88660,22714
89711,22714
89711,23693
90444,23693
90444,24597
91308,24597
91308,25736
91793,25736
91793,26817
92368,26817
92368,27941
92857,27941
92857,29146
93169,29146
93169,30280
93609,30280
93609,31500
93836,31500
93836,32536
94497,32536
94497,33560
95225,33560
95225,34896
95074,34896
95074,36011
95544,36011
95544,37018
96426,37018
96426,38318
96267,38318
96267,39474
96633,39474
96633,40536
97505,40536
97505,41862
97033,41862
97033,43038
97349,43038
97349,44240
97510,44240
97510,45415
97961,45415
97961,46631
98067,46631
98067,47852
98084,47852
98084,49081
97602,49081
97602,50292
