363017934269605, 323224601604595, 248130774642810 @ -220, 24, -179
300538137443756, 159296595029994, 454694960737888 @ -53, 193, -225
310591704892096, 268510308891810, 340363627500474 @ -67, 25, -59
244104125409385, 233350888604290, 230160110267060 @ 231, 345, -73
284521680594791, 406218745034226, 430439379186076 @ -56, -181, -17
342672728109229, 353821657812940, 256583449268104 @ -169, -60, -795
316961311860305, 339629385833140, 186938576838920 @ -15, -20, 13
232575531196955, 163227882927165, 361779230096170 @ 46, 166, -51
325994359214747, 455301827081207, 464343885684783 @ -98, -248, -108
247509360725379, 254186595996116, 331562957066318 @ 36, 44, -34
255878951041803, 210117377270572, 270563376155160 @ 38, 147, 39
321553053625829, 271308065617351, 134258181008852 @ -28, 388, 275
274619903674253, 342742987826470, 490541160463835 @ -48, -115, -66
235467095579900, 270815452803760, 333740741924405 @ 63, 23, -52
259112747732991, 316901789834898, 216764320984940 @ 129, 7, 29
227020636239415, 248095267877170, 145498344509180 @ 144, 132, 263
297673127891400, 282589566784240, 134335314878228 @ 105, 315, 275
261835112463065, 322197639499351, 426955612789391 @ -20, -86, -62
238013214993591, 447161069536330, 303169545835164 @ -6, -225, 115
328352043192491, 351509263639366, 185000537680040 @ -24, -9, -331
234655794946613, 194527792126852, 163460031966218 @ 281, 514, 170
296372412055078, 393540103474969, 223976690335375 @ -7, -216, 54
296453643595771, 116695679476292, 375016218620664 @ -18, 439, -273
239889661788919, 186753328484170, 425207514423972 @ 62, 180, -230
274664842562940, 217936311399915, 236307265795290 @ -19, 80, 141
264873579585710, 345595483314665, 350438569503234 @ -5, -110, -27
318255789577427, 174334420443785, 354399778226927 @ -74, 250, -160
241142747266210, 269746845456828, 318181891994588 @ 35, 7, 11
223270956813614, 330504957978486, 403831472011935 @ 73, -83, -146
174339558459305, 372803805399640, 287002287753170 @ 172, -153, 25
205189668724388, 520028350614680, 195867207122997 @ 31, -305, 228
275003708176097, 252479632854572, 299705772450212 @ -11, 44, 23
289903428491687, 310978786179538, 249813237802076 @ -11, -24, 41
271867333330821, 279383135545318, 338512059885172 @ -13, -9, -17
291068970017639, 363431470302610, 212515758350780 @ 129, -140, -141
65335717936247, 181876867351006, 288423529878332 @ 218, 84, 107
320176101704515, 346320509176620, 158420106892120 @ 78, 59, -41
396696237234021, 393707963028431, 451294479635747 @ -264, -214, -514
335849990884055, 259370569566688, 357675802032083 @ -110, 63, -138
177124593407855, 320432398530697, 404668649201246 @ 90, -82, -47
369391741471223, 219942188866426, 289397026856468 @ -158, 69, 71
222217521530813, 255175074472717, 513357834385895 @ 16, -16, -126
278510981849569, 447728290940180, 205234304491003 @ -36, -245, 202
228897111695655, 147519341693206, 243443763507124 @ 90, 267, 87
338948228269136, 297431643775189, 340753853752928 @ -113, -72, 95
373892227922015, 259699647929530, 370872977924720 @ -204, 119, -296
84061867580205, 341940496347290, 268814106040970 @ 135, -115, 164
241760149615538, 376468367664145, 280058508044957 @ -9, -150, 138
174713516045651, 241642272733087, 380041832791098 @ 46, -18, 57
284252428308931, 349681811309678, 347199025222472 @ 39, -98, -328
207266530076379, 233594460022668, 162061222753566 @ 296, 272, 198
143306339761623, 427275670361026, 292026315315260 @ 104, -207, 119
123231637242935, 283522097509474, 401415229547516 @ 100, -57, 31
182592517716455, 208215439206506, 442718956829324 @ 40, 16, -7
406122505966555, 530463079546890, 520000472086170 @ -192, -331, -156
271525073285687, 320855731309375, 288588687077684 @ 114, 10, -253
225674772703555, 344866593953010, 415647877091276 @ 15, -115, -25
198133727080463, 288864151184722, 418459749136328 @ 92, -27, -124
198945812123009, 34948182480322, 384689894496842 @ 104, 377, -99
114787029926286, 56595697647265, 351952403008428 @ 161, 240, 27
225819706197011, 109966106629330, 360355673508064 @ 73, 285, -84
285967233329243, 268758897632518, 319189660538960 @ -19, 36, -46
276460059598433, 296505816322310, 279491237103469 @ 16, 5, -18
358641298076505, 171959300733008, 469208362591076 @ -135, 74, -73
143386481740949, 110479630342666, 230189258924372 @ 113, 157, 183
302832939407590, 224819753837385, 239715240998700 @ -57, 86, 123
329379864199465, 396518570910165, 169563795125090 @ -52, -440, -55
170478081071315, 105944693098342, 293657816949752 @ 75, 152, 116
167942185991687, 155681356982266, 244742456371964 @ 136, 168, 131
327694069963325, 319861405867165, 310616142858125 @ -88, -20, -188
317788868717300, 342315995820412, 163829326099769 @ 35, 27, 28
284177881453855, 493520334917040, 281399174898720 @ -54, -277, 135
249532808433260, 293440882901254, 193506803787074 @ 105, 37, 141
193146019036739, 360332447470264, 329715126727554 @ 88, -132, 22
337844083792759, 221911078798258, 447134484051356 @ -112, 6, -19
295352965976660, 323758344167860, 328450442273210 @ -41, -69, -39
304208153337613, 172643603583238, 511817170998688 @ -79, 51, -75
239932636400621, 264991863560548, 285443971722404 @ 11, -12, 103
223340276347335, 381025640667938, 404729779407060 @ 60, -163, -116
199576225634770, 219692779049765, 347132523281850 @ 57, 40, 33
347712823023350, 162408193445781, 436134780761231 @ -125, 118, -88
381587532740876, 492895280113252, 237119022296150 @ -157, -269, 189
278693498809673, 114110860834946, 396804007914536 @ -29, 217, -79
274583141091135, 328507179341730, 243216142206900 @ 27, -59, 46
303078818737926, 252170735197173, 325842860356599 @ 81, 508, -842
347941390575277, 529640448122900, 167770428251818 @ -127, -370, 246
236796600771267, 320377439365114, 216647934421904 @ 144, -27, 77
337502483597839, 294742427596746, 224265796253108 @ -114, 29, 71
303909085019375, 147780761660430, 297763467356990 @ -38, 349, -79
300053915442095, 452283118095473, 213001286341294 @ 10, -436, 21
314483234903275, 257950144241645, 123968924144340 @ 30, 550, 339
295697042650699, 284807402932136, 217362729466020 @ -64, -46, 199
224504956769839, 234106987485294, 280048655476364 @ 86, 91, 35
289766826566882, 332813946759304, 352678827336815 @ -51, -97, 14
332450446648709, 352000383613648, 168946760867246 @ -87, -64, 36
174052334301623, 267007487272258, 355529462542940 @ 73, -27, 44
187983106071251, 29069300362430, 169214945782574 @ 94, 325, 245
319319967284213, 343209601328741, 154269833068638 @ 28, 26, 97
337587219395078, 280265812673468, 348385427785977 @ -113, 7, -78
280558813202399, 293787209536891, 265862339109134 @ 26, 34, -35
325466180495259, 249470846553072, 322174203760146 @ -84, 148, -182
367451888875805, 225553070897640, 388366557819990 @ -185, 190, -314
273478815589643, 256627765533217, 395151206568671 @ -34, -6, -24
308530176569710, 355358024306306, 115688993010071 @ 135, -71, 428
270061658142185, 437636752988860, 426277105428920 @ 101, -376, -651
321192696696425, 339042958161682, 224857547314094 @ -65, -63, 8
195831686051951, 332603080639306, 203491549307100 @ 157, -78, 159
314548208066916, 353837219802518, 170171185105564 @ 77, -59, -53
209902911815024, 248670798045493, 406214366210750 @ 77, 34, -111
207671264160947, 379213593217078, 369092979756404 @ 97, -162, -87
248691312265709, 271642785895309, 336890915068580 @ 8, -12, 19
333045956770824, 332297338411710, 182703274923448 @ -97, 5, 55
270078583068760, 234999284481472, 442740865643207 @ -45, -9, -10
155999684687810, 210837073366678, 457692917989769 @ 75, 21, -38
249117645804913, 309393193099150, 385845627157951 @ -12, -75, 10
183032702046710, 185477534754115, 277961410442270 @ 231, 260, -31
258678531246146, 273450636971995, 388725307057115 @ -19, -30, -6
274178548232423, 363429044659642, 258400147792028 @ 88, -138, -113
379989537237965, 282623068792910, 351612196600854 @ -215, 55, -228
311770523850191, 305640331698600, 408325330625404 @ -74, -50, -117
368706893880245, 238649379107020, 371024333539480 @ -149, 12, 13
309646429073471, 342497173795918, 151450301465528 @ 42, -19, 175
365227217079597, 455390181966712, 400820580018226 @ -147, -252, -42
239707190708639, 268236981631090, 483539888682920 @ -8, -35, -76
205797675101575, 40681500522590, 161591492177970 @ 282, 835, 204
251518136633035, 125632116487286, 295070817710720 @ 5, 188, 74
309099466475795, 365789983317980, 176984051471760 @ 28, -152, 57
313554602029820, 417277584332296, 226687063269105 @ -5, -393, -156
297826675886279, 327908449683122, 230395113284716 @ 67, 26, -168
331271330966819, 276771940411416, 101584272082396 @ -74, 539, 523
234186097949710, 282300129466475, 311300651146035 @ 51, -8, 12
328257179665535, 300613217430952, 114508448569454 @ -90, 28, 340
372893109941027, 296346201974440, 230619320436344 @ -152, -60, 185
352386207464711, 556795173684598, 488358404148300 @ -134, -417, -221
315938142321529, 356342091384705, 135778791773537 @ 68, -80, 248
205889481219185, 382710708143092, 264847573442100 @ 25, -156, 159
239939836366583, 237611615167265, 442780777858761 @ -14, -10, -14
341753488698755, 313849806868762, 191942368665476 @ -135, 71, 37
224409782628259, 87462390752758, 276647778583664 @ 93, 366, 32
361377269171503, 301120534255898, 233812225458964 @ -204, 91, -83
197183217688209, 169612275168420, 485602806753762 @ 23, 50, -42
307476789639231, 338916898249994, 204003883825060 @ 32, -17, -71
348482984657299, 237136459881238, 266607221193634 @ -136, 123, 18
159158660293203, 193774335741302, 150001305243080 @ 156, 119, 269
196015647657565, 201075118560170, 304162776456775 @ 188, 209, -72
257463542422937, 78444766654849, 224622314350418 @ 84, 568, 65
333123016427847, 235690316648218, 283466024729120 @ -106, 51, 74
356137259937377, 251746094521624, 212885678686718 @ -171, 198, 50
289487795313797, 290375657974822, 269160298278194 @ -29, -9, 56
252465352684695, 256456360631490, 293228047003740 @ 236, 305, -378
114689029054151, 216063855047570, 196724960338076 @ 109, 10, 233
167606120623658, 154718045917356, 446335413040516 @ 73, 91, -45
110721428736930, 92340354285340, 299786012262945 @ 215, 255, 54
287266626420437, 340700222373538, 146192491366097 @ 104, -39, 228
259919620095555, 287171701039698, 303802399931508 @ 15, -11, 13
292964730298280, 355632987168166, 177914602265329 @ 115, -99, 48
275011122438791, 282936108587314, 367969286898260 @ -32, -33, -6
370429241934932, 173638719276331, 423554021768453 @ -149, 78, -32
268807653439955, 315118043734726, 454558624796864 @ -35, -82, -64
204216103156445, 336684062640790, 378715499497350 @ 43, -105, 10
276869358000233, 279227853025906, 313954508205218 @ -8, 9, -19
252410674787553, 243211662892947, 358650429606429 @ 32, 68, -90
335577790319290, 267768832323670, 214455886644570 @ -109, 213, -11
273785806784572, 345360344908045, 230975605962285 @ 53, -90, 34
214224846662405, 348332797000465, 409978153063820 @ 36, -118, -37
179857690836759, 179869497099202, 394499683598812 @ 54, 57, 21
253965934661086, 274311799083308, 297850134457839 @ 33, 19, 6
204144852909449, 244696244586466, 386939632834664 @ 51, 9, -15
325000588719805, 348640776867540, 204851129561020 @ 20, 31, -597
298903633932584, 309818634792466, 229572811476332 @ -9, 9, 27
305200185913619, 310276442615962, 288431037248006 @ -56, -43, 20
344351635463485, 268976538488160, 467589001370791 @ -120, -25, -98
114680526553152, 316162685741187, 302288669959467 @ 143, -82, 102
295621909550307, 273679384358810, 165077366753928 @ -33, 35, 232
331435381395467, 329894435715394, 184916744829494 @ -84, 57, -24
383614144520039, 342592898180230, 319803544065912 @ -182, -105, 13
324787971918743, 364676931923074, 148209402524156 @ 37, -164, 58
329938896106987, 328846858592426, 207372643267540 @ -97, -61, 129
323481524421383, 349267241117088, 158933466646988 @ 34, 19, -37
334662139895627, 256775890891798, 313398714114808 @ -107, 132, -164
334636221004747, 403069221970186, 145679324301380 @ -96, -603, 119
262749700319163, 301749316984022, 476013114804092 @ -39, -76, -37
160928970430057, 357689106321945, 465499184855581 @ 72, -130, -50
195924797569935, 270925936178385, 512810269750160 @ 26, -46, -73
348382676041295, 187037036660530, 517751439098044 @ -125, 75, -165
363952678712300, 270900683347610, 389242943761235 @ -137, -47, 50
315653320774829, 303458208542614, 132145164911956 @ -32, 93, 291
261408921783125, 268433433021180, 291074163343850 @ 19, 28, 20
199112924626501, 292011605017790, 450771470058075 @ 84, -35, -156
305030147272663, 233611646486978, 265610978358428 @ -22, 233, -88
157783101611705, 231912243395500, 87155025435110 @ 280, 151, 393
252783034607231, 315735083937850, 206814376472168 @ 192, 35, 20
180476513831184, 225728753851279, 314288971785794 @ 57, 12, 101
238084283342207, 248602619045098, 341731428926060 @ -13, -22, 89
311355640677639, 285911027583602, 211928248966076 @ -31, 112, 35
201373096800560, 243718082818600, 350561207958125 @ 87, 39, -24
148930175972519, 387792047421346, 78073462306316 @ 156, -171, 373
194710149844487, 202187648915714, 377504050179996 @ 52, 49, 15
195077729833877, 269403294941611, 371505707669607 @ 76, -12, -20
313554105598063, 348785672368476, 201932747252678 @ 38, -44, -178
383194453494167, 241667614909000, 360877966791716 @ -206, 110, -169
116084480850062, 124351515201361, 306958146472829 @ 177, 176, 68
308230337479439, 280950890238738, 539436431671550 @ -26, 113, -946
271135337342065, 330806764024088, 293868731221974 @ 35, -64, -68
390718708043559, 286612360449810, 294096153288916 @ -204, -5, 18
228800646700011, 298584572632610, 307424117603672 @ 24, -55, 77
356488970049211, 309020910115804, 191990649062888 @ -132, -78, 233
285006949957870, 398981987644211, 466235935102902 @ -25, -196, -263
122085252535985, 246658762793695, 223525835400215 @ 272, 72, 132
334784839023047, 335510781716354, 197178278810924 @ -104, 17, -79
286140605160431, 321070140758870, 99946811128860 @ 154, 85, 459
272774334908327, 112581234351998, 82289123707020 @ 22, 388, 399
196797597698195, 369116171394550, 238225572934200 @ 142, -147, 103
334263750495765, 430227093441873, 261573039756661 @ -100, -562, -530
202155231703718, 372253370407900, 388680362536685 @ 27, -145, 34
236792285414807, 261373221195366, 122334828327635 @ 82, 61, 314
311372619347402, 294113400442034, 253237628664547 @ -47, 41, -18
378885695760181, 358118116501606, 337958048680910 @ -169, -129, 14
225882212737959, 124852396427530, 406857017579204 @ 126, 375, -295
297144182457098, 66364475500092, 456922760506168 @ -47, 347, -233
384377167559903, 377426067839074, 369909950138438 @ -162, -151, 42
132359993824000, 52919799211285, 313311149678370 @ 101, 186, 109
432927679786340, 270039687050190, 365833813187255 @ -215, -35, 44
252810435994127, 207771355648178, 347254085894924 @ 7, 83, -7
264253818831555, 212142667551640, 316939720624445 @ -10, 75, 38
311999129769135, 340858490564784, 182545606020244 @ 30, -8, -9
178587258073027, 37295222098814, 246063871966504 @ 111, 322, 136
237833714768030, 161670169797501, 369233425290521 @ 115, 326, -250
357462588380510, 301773521609945, 209319902387755 @ -131, -76, 222
323186438479045, 192023731102140, 431076611040350 @ -97, 40, -10
296896305335331, 289742892616479, 344318982085402 @ -42, -8, -75
283840447134815, 315213225453490, 201671265300140 @ -33, -65, 193
315475503648503, 367376016428741, 191197173274076 @ -14, -158, 11
308410655198555, 307981815300030, 189525605552670 @ 40, 163, -26
214290364843615, 335303659879160, 421976760940845 @ 42, -101, -66
61538558079426, 4199178856639, 55906008065572 @ 393, 522, 435
105363525700607, 396743621680314, 300393027204988 @ 139, -172, 115
267518205070862, 246364253957695, 164407909365182 @ 93, 210, 197
331392919709628, 332524667516605, 188784097382286 @ -81, 60, -83
322704011836943, 148324720219357, 251674017753206 @ -86, 256, 77
382400063658995, 367394636522410, 327124019629760 @ -243, -149, -264
152158968623261, 254137565168725, 468560539104164 @ 68, -30, -29
333861338681819, 165120897789967, 497477205930521 @ -106, 262, -440
338453626873139, 525722577408310, 158313148064408 @ -123, -950, 158
285701974398155, 479506667328990, 74910893432930 @ 40, -485, 464
205298356634005, 328350355288800, 466495230596395 @ 20, -101, -36
221651380471389, 302852439618028, 309000279299006 @ 137, -6, -88
